Month,DayofMonth,DayOfWeek,DepTime,UniqueCarrier Code,Origin Code,Dest Code,Distance,dep_dela1ed_15mi0
4,5,2,1630,12,205,215,1440,0
11,11,6,1118,16,256,218,150,0
12,7,3,750,20,89,152,584,0
5,17,2,1252,16,263,205,258,0
4,26,2,1037,1,80,78,1192,0
6,22,3,1207,3,150,247,680,0
6,8,3,1355,13,80,251,190,0
7,11,1,740,20,204,215,325,0
9,14,4,845,16,79,193,679,0
8,16,2,11,10,19,51,528,1
9,1,5,2100,15,72,37,752,0
6,23,5,1944,16,27,248,238,1
12,14,4,927,21,133,128,295,0
6,25,6,1235,8,219,72,256,0
3,14,2,1325,8,251,19,552,0
12,5,2,1933,16,256,238,626,0
12,20,2,1756,16,67,205,911,1
3,9,4,1620,13,219,205,412,1
10,14,5,1506,7,19,171,692,0
6,24,6,753,5,247,93,2401,0
12,3,6,1113,19,63,78,331,0
12,24,7,935,19,214,173,861,0
1,24,1,2054,6,132,46,284,0
2,11,6,1356,1,78,205,612,1
10,3,1,1240,20,14,152,2237,1
1,5,3,1544,5,93,154,2454,0
8,7,1,1437,20,239,75,248,0
3,11,5,1736,5,133,204,1334,0
9,5,1,2025,16,256,68,320,0
7,26,3,1801,7,72,256,1449,0
3,14,1,1921,7,19,86,594,0
12,19,2,1149,5,101,133,965,0
5,14,6,1438,5,133,154,1379,0
8,9,2,1443,9,238,79,853,0
8,22,1,1108,7,232,19,481,0
2,27,1,1550,20,21,75,189,0
3,23,3,2040,15,147,270,922,1
11,19,6,1320,12,211,152,762,0
2,7,2,820,7,237,37,1249,0
7,19,3,1614,1,182,19,595,0
5,30,2,1133,8,39,19,238,0
7,10,7,2126,19,63,101,631,0
4,18,2,1051,1,80,154,1235,0
6,29,3,704,14,86,138,231,0
9,10,7,556,16,58,248,153,0
3,16,3,742,10,48,262,880,0
5,30,2,1922,20,169,21,294,0
1,31,2,1613,10,80,48,1217,0
10,1,6,1536,1,80,78,1192,0
10,5,3,1101,14,205,177,491,0
3,3,5,1358,1,80,154,1235,0
5,1,1,1825,5,19,133,689,0
6,2,4,1818,16,193,79,679,1
2,22,2,2134,21,133,69,201,1
3,17,4,727,5,78,133,1208,0
6,22,4,1626,3,16,10,252,1
10,12,3,923,5,93,173,938,0
1,14,6,1405,10,173,80,984,0
8,10,3,1740,20,35,272,612,0
11,22,3,1419,18,259,79,846,0
7,15,6,823,16,256,79,391,0
4,17,1,1254,13,157,80,785,0
5,27,5,845,20,61,175,307,0
8,14,1,726,20,173,230,534,0
8,23,2,2020,18,248,247,679,0
1,31,2,926,7,215,19,1587,0
12,18,1,834,5,93,239,1569,0
8,31,3,1757,10,37,213,464,1
4,17,7,1609,14,268,86,374,0
12,17,7,913,1,230,205,647,0
5,8,1,637,5,133,93,1400,0
11,6,7,1720,20,247,233,564,0
6,19,1,1429,7,37,159,185,0
1,5,4,805,20,21,35,756,0
9,14,4,2131,4,147,272,1005,1
12,16,6,1147,10,76,272,828,0
8,2,3,554,14,93,86,487,0
1,10,1,1021,7,154,272,2158,0
8,12,5,1730,16,79,256,391,1
2,12,6,1833,10,103,19,644,1
1,20,5,2035,3,248,247,679,0
10,1,7,2150,8,19,44,449,1
1,12,3,1115,1,182,48,946,0
5,30,2,1801,18,19,205,606,1
6,22,4,910,21,133,80,224,0
12,2,6,757,1,97,80,1313,0
5,13,5,1126,15,132,72,388,0
1,5,4,1400,20,3,211,1111,1
10,1,6,1447,10,19,171,692,0
10,6,4,1924,19,63,86,500,0
12,1,5,1357,7,247,256,689,1
3,21,2,2104,3,203,16,539,0
2,2,4,823,19,215,211,1009,0
2,24,4,1625,7,93,256,1968,0
11,30,4,1651,18,3,79,349,1
4,9,7,1754,1,182,173,193,0
7,20,3,1045,15,104,72,701,0
8,30,3,1839,13,159,86,501,1
1,28,5,1750,1,80,253,1438,0
1,31,1,2349,12,152,215,256,0
1,25,2,1411,16,3,79,349,0
4,6,3,1152,14,86,277,207,0
4,19,3,1644,21,61,205,316,0
2,19,6,1311,19,14,63,646,1
8,10,4,1647,7,237,19,515,1
2,27,1,600,5,154,133,1379,0
6,24,5,1019,1,255,173,1189,1
1,14,5,2117,1,182,48,946,1
12,2,6,1521,13,216,205,130,1
2,25,5,632,7,237,19,515,0
3,1,3,625,1,247,263,1710,0
11,16,3,1611,6,205,132,589,0
11,5,6,1631,16,256,193,436,0
4,22,5,101,4,79,147,1626,0
10,13,4,1319,19,219,205,412,0
7,9,7,1126,5,152,93,2227,0
12,10,7,2107,14,86,182,1145,0
11,18,6,904,2,125,149,163,0
1,3,2,1058,18,64,205,296,1
4,6,3,1158,12,3,215,328,0
3,7,1,546,13,183,80,853,0
12,5,2,2106,4,147,272,1005,1
6,22,3,958,14,115,194,408,0
8,29,2,831,22,132,171,926,0
11,27,7,659,7,101,154,2342,0
7,26,2,1317,13,134,205,588,1
8,18,5,1949,4,226,147,274,0
12,20,3,1627,1,80,205,802,1
10,10,1,2005,1,182,154,2342,0
4,30,7,2113,18,205,14,723,1
6,13,2,1045,16,211,91,106,0
2,1,3,655,19,64,63,346,0
1,30,7,1219,19,138,63,428,1
11,6,1,1148,16,79,179,964,0
6,13,2,2128,14,86,146,814,0
7,12,2,1934,7,72,154,1900,1
11,15,3,727,19,219,37,496,0
8,16,3,1753,20,175,181,838,0
5,9,2,1259,14,133,194,1034,0
11,14,2,2006,13,205,219,412,0
1,11,2,1750,1,200,205,4184,0
3,12,7,810,10,19,103,644,0
3,15,2,1239,19,63,146,329,0
7,1,6,610,22,191,215,598,0
5,27,6,910,22,205,117,577,0
4,9,7,1717,1,80,154,1235,1
9,22,4,2035,20,215,238,304,1
5,1,1,1325,20,175,214,668,0
5,9,1,640,21,202,93,1133,0
10,22,7,1616,20,253,154,308,0
3,2,3,1720,20,126,128,276,0
2,26,6,1045,20,175,171,405,0
2,1,3,56,5,16,247,1449,0
4,14,5,850,21,61,132,288,0
1,9,7,1416,6,86,132,383,0
7,27,4,1000,20,21,75,189,0
1,8,7,1445,20,155,75,293,0
11,4,6,657,5,146,133,817,0
9,20,3,1359,18,263,79,770,0
8,19,5,1717,18,133,205,925,0
7,10,1,1821,20,214,181,290,0
1,6,4,851,18,248,154,337,0
11,21,2,704,20,155,21,341,0
10,7,6,1442,5,133,89,667,0
12,13,2,2235,19,214,25,196,0
5,7,7,2043,15,72,59,419,0
6,14,2,1059,14,67,194,725,0
9,10,6,1819,12,215,152,256,0
10,2,7,1457,1,80,171,460,0
4,17,7,1747,15,72,171,539,0
4,30,7,1114,18,79,215,602,0
2,11,5,2138,6,132,219,183,0
10,15,7,1125,16,154,238,109,1
4,3,1,1125,21,63,133,913,0
5,10,3,1829,19,214,219,267,0
12,29,4,1440,1,80,177,432,0
5,18,3,854,18,182,132,921,0
4,28,5,1305,20,173,3,1552,0
5,15,1,1954,13,69,80,354,1
3,3,4,1443,21,64,133,986,0
7,23,6,2112,6,132,46,284,0
7,19,2,1920,8,19,112,352,1
2,22,2,846,18,133,79,861,0
6,13,1,1247,18,238,132,2253,0
4,27,3,2130,20,238,215,304,0
12,18,1,740,1,80,159,1389,0
10,7,6,1439,20,239,152,1069,0
9,1,5,937,9,79,49,525,0
2,27,1,1313,5,19,93,745,1
12,26,2,1510,15,48,37,370,0
6,25,6,1010,13,230,263,667,0
7,5,3,757,10,80,48,1217,0
3,2,4,1727,8,256,263,1156,0
5,17,3,1126,16,110,256,217,0
12,22,4,1525,1,63,80,936,0
5,11,4,1405,20,204,257,389,0
10,14,6,1251,20,175,202,423,1
1,3,2,1625,15,72,116,330,0
6,23,5,1735,10,51,159,396,1
11,9,3,652,18,194,205,334,0
12,17,7,1108,5,247,93,2401,0
12,16,6,1623,13,24,205,122,1
1,27,4,835,1,182,86,1145,1
9,10,6,1259,3,247,95,1533,1
10,27,4,1130,20,126,175,937,0
11,8,2,1515,20,126,173,848,0
1,9,1,1830,10,51,19,528,0
3,6,1,1227,8,181,19,952,0
12,8,4,1958,20,211,257,479,0
9,15,4,2015,20,230,48,255,1
8,18,4,620,15,162,72,513,0
11,30,3,1317,16,196,79,197,1
2,5,7,1832,21,72,93,569,1
10,7,5,1001,7,256,147,1989,0
8,6,7,755,20,253,259,342,0
8,27,6,724,16,248,257,86,0
7,18,1,2040,8,256,253,585,0
12,18,1,1659,20,272,171,1048,0
4,11,1,859,21,117,61,450,0
3,12,6,1534,13,205,61,316,0
9,30,5,624,14,35,86,457,0
2,27,7,1415,20,152,233,345,1
1,16,1,2232,21,133,206,1201,1
12,25,7,647,11,200,125,100,0
3,9,3,1638,7,256,272,1887,0
7,9,7,1840,7,19,194,906,0
1,30,1,630,15,219,147,340,0
7,17,7,915,14,37,86,632,1
11,10,5,607,9,247,79,1024,0
11,22,2,2256,1,205,194,334,1
12,31,7,1617,19,214,248,2521,0
6,28,2,1834,1,80,248,1464,0
3,18,5,715,20,138,48,515,0
4,8,6,758,7,37,237,1249,0
6,18,7,918,14,177,19,332,0
9,21,3,1714,19,101,159,1076,0
11,28,2,1620,22,161,125,102,0
3,12,7,1850,20,141,210,1052,0
8,10,3,1030,20,215,238,304,0
5,21,7,1433,8,263,256,1156,1
9,23,5,1355,1,225,205,849,0
3,17,5,1820,15,106,72,136,0
3,4,6,1307,1,80,21,190,0
9,25,7,1056,19,214,14,212,0
5,12,5,2022,16,247,211,129,0
7,28,5,1055,19,37,63,728,0
2,21,1,930,16,205,76,240,1
11,11,6,930,22,20,205,160,0
11,9,4,922,7,19,240,215,0
6,10,6,752,13,162,80,304,0
5,5,5,652,14,170,86,98,0
10,28,5,1637,13,55,80,695,0
12,16,5,854,14,78,194,931,0
7,17,1,1004,19,215,211,1009,0
11,26,6,1130,21,146,133,817,0
11,14,1,1317,9,79,171,533,0
5,17,2,2046,13,80,145,408,1
7,23,7,2030,5,182,93,1086,0
5,23,2,1448,19,215,79,602,0
8,19,5,2223,16,256,221,521,0
2,14,2,1056,16,134,205,588,0
7,25,2,1420,14,194,133,1034,0
12,2,6,1602,19,215,80,868,0
8,22,2,551,21,156,133,127,0
12,12,1,1225,16,249,79,637,1
8,28,1,1450,20,257,152,397,0
11,17,4,1824,1,182,80,1121,0
5,18,4,1310,13,205,246,286,1
5,8,1,1102,19,37,63,728,0
3,31,5,2005,7,50,19,191,0
3,16,3,1628,19,214,101,992,0
5,28,6,1350,5,93,272,998,0
12,3,7,1153,7,19,220,272,0
4,25,1,1527,18,173,205,1005,0
8,2,2,1852,5,133,37,1597,0
7,6,4,1749,20,247,152,866,1
7,19,2,2220,7,201,19,761,1
9,7,4,1850,13,230,159,431,0
1,21,5,1618,16,276,256,601,1
10,23,1,921,14,194,79,680,0
9,13,2,654,14,256,86,1481,0
9,6,3,1743,22,132,146,631,1
6,2,4,2158,13,37,29,201,0
8,25,4,2306,7,19,14,852,1
11,26,6,2028,20,126,215,1020,1
11,23,4,1536,18,200,248,2338,1
11,2,4,1828,19,232,214,198,1
7,10,7,1258,19,230,78,227,0
1,21,5,1912,18,147,248,2586,0
10,6,5,820,9,154,248,337,0
4,14,5,1758,7,19,173,403,0
5,15,7,1910,1,205,274,585,0
4,4,2,2052,15,159,57,641,1
7,5,2,2137,1,19,80,732,1
5,18,3,800,16,250,256,269,0
12,17,7,1811,5,93,253,2548,1
8,1,1,1555,14,133,177,469,0
7,5,3,1002,18,205,239,1041,0
9,12,2,1105,13,205,44,810,0
3,27,7,819,13,261,80,113,0
7,2,6,1857,4,37,173,1121,0
1,12,4,1150,20,155,75,293,0
2,5,6,1406,16,152,97,258,0
5,3,3,756,5,133,272,787,0
6,5,7,1648,7,19,116,306,0
7,14,4,627,3,215,247,1107,0
8,17,4,832,14,177,154,1619,0
9,19,1,1535,7,19,272,406,0
2,2,3,654,15,185,72,350,0
8,10,3,1505,15,72,138,98,1
6,1,3,1742,8,256,152,368,0
10,3,1,633,18,248,37,2704,0
6,17,6,1555,8,19,30,134,1
2,19,7,1231,19,57,63,168,0
5,30,2,1304,18,205,154,1745,0
12,5,2,1039,16,134,205,588,0
10,20,5,1903,14,86,194,528,0
1,30,1,654,16,278,256,175,0
4,5,3,1440,20,48,35,588,0
8,23,2,2102,17,173,138,828,1
7,5,2,1850,1,80,248,1464,1
5,20,5,1945,20,152,247,866,0
9,22,4,1515,20,154,171,1363,0
11,3,5,1043,21,133,215,1009,0
5,24,2,1500,14,194,246,603,0
10,2,1,1455,15,19,113,774,1
1,5,3,1633,1,256,80,988,0
10,21,6,1748,13,164,80,394,0
10,21,5,725,5,133,214,1324,0
12,20,2,1101,10,126,19,696,0
8,8,1,1811,21,116,93,446,1
7,20,4,1139,13,159,37,185,0
6,22,3,1640,16,31,256,387,0
10,11,2,550,15,245,72,383,0
12,13,2,2053,12,173,152,2039,0
9,29,5,1845,8,129,19,151,0
12,20,2,1251,15,63,159,544,0
2,6,7,1912,7,72,93,569,0
11,26,7,1010,3,259,199,371,0
3,15,3,1900,8,144,256,205,0
11,19,7,1105,20,257,47,358,0
5,28,7,704,14,154,177,1619,0
9,9,5,1430,20,75,126,239,1
1,20,5,1255,21,159,61,418,0
1,7,6,1501,18,19,205,606,0
5,20,6,826,3,247,154,954,1
4,6,4,917,20,48,21,1342,0
2,20,7,1110,3,215,247,1107,0
12,18,7,642,5,93,272,998,0
10,11,2,1006,1,205,225,849,0
9,25,1,1310,5,133,219,1117,0
3,31,5,654,10,19,173,403,0
11,7,1,1500,15,146,37,1011,0
8,14,1,1109,19,146,78,634,0
11,8,3,741,1,182,80,1121,0
10,31,1,835,8,19,197,317,0
11,10,4,1751,19,214,173,861,0
4,26,3,1722,7,19,239,874,0
1,12,3,1645,13,154,97,209,0
12,10,6,1900,15,147,86,508,0
6,15,3,1750,16,60,154,86,0
3,1,2,1912,21,132,93,213,1
10,9,1,2019,1,205,248,1846,0
5,26,4,2024,1,205,230,647,1
8,24,3,638,18,238,248,447,0
4,3,1,826,22,132,206,157,0
7,18,2,1439,22,57,132,441,1
7,12,2,936,16,47,248,326,0
3,27,7,654,16,32,79,517,0
2,16,4,1320,15,214,72,507,0
8,2,3,1503,20,238,199,446,0
5,22,7,650,3,152,211,762,0
3,23,3,645,20,272,48,842,0
4,13,4,1254,7,74,19,366,0
8,13,7,1022,10,214,173,861,0
11,22,3,2247,18,125,154,2556,0
12,16,6,805,22,85,215,1149,0
6,11,7,711,8,19,46,712,0
1,20,5,1215,15,245,72,383,0
8,7,1,1302,20,257,238,480,1
8,7,1,1845,7,173,19,403,0
4,16,6,1727,19,78,214,119,0
7,20,4,1018,20,61,215,1737,0
6,14,3,923,10,86,48,408,0
6,16,4,2315,19,63,232,256,0
5,18,4,1351,18,147,154,2475,0
3,8,2,1103,1,80,86,987,0
5,28,7,656,14,183,173,1066,0
12,9,6,848,18,181,205,843,0
2,11,5,1126,19,146,78,634,0
9,6,2,1544,13,205,246,286,0
4,3,1,547,10,93,19,745,0
6,8,3,1219,16,247,107,224,0
3,29,3,1549,5,133,205,925,0
9,18,1,600,5,133,19,689,0
1,22,6,836,13,205,64,296,1
3,24,5,1215,10,19,194,906,0
3,15,3,1221,7,237,37,1249,0
5,8,7,1549,16,154,67,833,0
8,17,4,1028,19,37,214,280,0
4,25,1,859,5,255,93,1608,0
2,17,4,1016,5,215,93,2133,0
2,28,1,1505,20,246,152,1624,0
9,13,3,1225,14,133,86,1076,0
9,14,4,1620,20,152,256,368,1
9,30,6,550,4,219,147,340,0
2,27,7,559,14,93,86,487,0
1,5,4,1457,5,182,133,964,0
3,28,1,1229,20,154,257,373,0
8,21,7,1257,7,154,256,590,0
10,25,3,1943,19,63,78,331,0
2,15,3,1925,1,205,89,1236,0
1,5,4,1230,8,19,212,247,0
3,12,6,2058,18,205,173,1005,0
6,25,6,1639,1,80,238,1171,0
2,3,5,657,4,147,210,1028,0
3,27,1,1723,1,80,194,852,0
3,24,5,1452,13,80,153,140,0
10,26,4,727,19,37,214,280,0
5,29,7,721,17,37,175,861,0
10,26,3,1602,4,147,160,2465,0
4,10,1,1054,21,78,61,310,1
1,26,4,1317,9,79,171,533,0
11,14,2,640,22,224,215,261,0
6,6,2,1441,13,259,253,342,0
12,13,3,1631,20,199,211,543,0
12,5,2,1342,19,37,78,399,0
7,15,5,1357,16,88,256,200,0
6,18,6,1420,20,152,154,236,0
5,3,3,1030,15,72,182,948,0
8,17,4,2055,19,152,253,386,0
7,30,6,1535,21,133,129,595,0
8,28,7,1801,18,147,248,2586,0
5,18,3,2145,20,154,253,308,1
1,29,7,1004,5,93,61,404,0
2,13,7,2203,15,19,51,528,0
12,9,5,1235,21,61,205,316,0
6,14,3,2036,18,248,247,679,1
10,3,2,1129,18,147,248,2586,0
7,30,6,1139,16,79,179,964,0
2,9,4,1214,22,79,19,1199,0
10,6,4,1016,1,78,182,920,0
11,17,4,1950,13,126,80,247,0
3,13,7,1510,1,80,177,432,0
3,20,1,1527,16,241,79,916,1
1,18,3,857,19,48,214,90,1
11,6,1,1624,5,133,86,1076,1
11,26,7,1502,1,159,80,1389,0
8,20,7,708,19,132,63,321,0
2,15,3,613,18,247,248,679,0
6,6,1,1538,1,205,215,1440,1
9,17,6,758,18,199,79,957,0
8,11,5,1542,18,256,205,1249,0
2,11,6,1141,16,79,241,916,1
2,20,1,914,21,133,134,542,0
7,7,5,1440,4,101,147,1069,0
6,28,3,829,19,247,215,1107,0
10,30,7,1620,20,175,61,307,0
7,15,6,556,3,107,247,224,0
12,1,4,1015,13,154,191,267,0
11,21,1,1503,18,79,199,957,1
3,19,6,1030,12,215,64,1671,0
7,20,4,1040,4,173,147,944,0
12,15,5,1223,3,257,247,605,0
4,19,2,1726,18,79,36,649,0
8,14,1,1320,21,86,93,487,0
9,25,1,1918,13,78,159,214,1
8,24,4,1935,21,61,230,416,1
6,14,3,1020,14,35,86,457,0
11,21,1,1141,13,253,238,417,0
6,6,2,2315,22,132,63,321,1
7,6,3,1001,5,93,61,404,0
2,23,4,1049,1,80,146,919,0
7,6,4,1235,10,51,159,396,0
10,13,4,1527,20,214,173,861,0
4,11,1,2151,3,95,16,261,0
11,7,1,1122,8,284,19,208,0
8,20,7,946,1,214,255,1576,0
6,14,2,1553,7,19,263,483,0
10,2,1,1806,21,93,219,319,1
4,12,3,1800,22,35,132,542,0
1,9,1,1050,21,133,30,562,0
5,13,6,1412,3,16,26,399,1
7,13,4,724,14,277,194,375,0
6,23,5,2217,18,79,238,853,1
9,10,7,1641,20,79,35,1013,0
5,8,7,1247,13,201,205,693,0
3,24,5,1620,20,201,75,181,0
8,15,1,1313,10,19,138,432,0
5,2,1,1023,12,215,247,1107,0
8,18,4,2000,20,225,175,842,0
8,23,2,1650,13,109,80,140,0
5,10,2,2026,18,79,199,957,0
8,10,3,605,20,202,175,423,0
7,15,6,1145,7,48,19,576,0
3,17,4,944,12,215,79,602,0
3,29,3,850,18,248,200,2338,0
11,12,7,2230,21,93,63,529,1
6,4,7,835,20,141,175,765,0
10,20,5,609,1,230,80,1062,0
3,10,5,1703,19,181,78,407,0
2,23,4,1724,14,86,230,501,0
11,15,3,1450,13,37,230,612,1
2,20,7,1057,21,177,93,946,0
9,1,4,750,20,75,239,248,0
7,17,7,113,5,152,133,1222,0
12,10,7,1903,14,86,239,1215,0
11,27,7,1723,5,93,238,2425,0
9,28,3,1530,21,30,93,850,0
10,8,7,1922,8,133,19,689,1
8,7,1,852,7,259,19,1919,0
1,28,5,1258,15,271,72,181,0
3,26,7,1322,1,87,182,1811,0
12,31,7,1041,10,237,19,515,1
12,19,1,1435,15,246,147,662,0
3,3,5,1201,7,25,19,859,0
9,14,4,2146,19,63,14,646,0
9,7,3,1610,15,37,226,95,0
1,3,2,1426,7,159,19,761,1
9,23,6,1849,1,80,182,1121,1
9,25,1,737,11,125,142,216,0
7,29,5,1535,20,253,238,417,0
11,26,7,2050,22,79,110,212,0
4,20,4,1322,8,19,69,876,0
2,12,6,1937,8,19,116,306,0
9,24,6,852,16,248,36,522,0
5,29,1,1016,1,248,154,337,0
1,23,1,1941,9,79,21,775,0
9,24,6,1824,16,256,110,217,0
1,6,5,900,15,263,72,307,0
5,28,7,1307,1,248,80,1464,0
1,15,6,656,13,93,37,200,1
4,23,6,742,18,256,205,1249,0
6,16,5,1627,5,93,182,1086,0
12,11,7,2052,1,80,79,641,0
10,18,3,1918,21,133,116,986,1
6,25,6,1454,15,72,106,136,0
11,15,3,1457,20,263,175,251,0
7,15,5,1443,1,80,195,448,0
10,30,1,1446,21,133,41,308,0
3,30,4,936,4,160,199,353,0
7,23,6,951,16,256,49,347,1
4,25,1,938,21,93,281,631,0
12,21,3,1235,20,75,162,296,1
4,24,1,1144,9,79,78,1476,0
6,29,4,1506,19,255,63,1474,1
10,23,7,1624,1,214,80,1302,0
7,13,4,829,7,72,211,1975,0
5,17,3,930,20,152,47,223,0
7,27,4,900,8,19,22,164,0
7,13,4,2049,7,159,19,761,1
9,14,3,1714,8,17,19,540,0
10,17,1,1118,21,61,268,317,0
9,5,1,1224,1,159,182,1097,0
8,14,7,735,3,154,16,2345,0
9,15,5,1356,10,19,86,594,0
6,8,4,1027,7,19,159,761,1
7,16,6,1215,15,45,37,181,0
11,30,4,1923,7,19,159,761,1
5,18,4,1748,20,173,214,861,1
2,18,6,938,20,75,274,237,0
12,16,5,1840,14,48,194,936,1
7,20,4,1928,13,80,134,328,0
8,27,7,808,20,173,246,718,0
6,5,1,2143,14,125,154,2556,0
4,3,1,845,20,35,173,616,0
4,15,5,705,20,64,48,336,0
2,14,1,2057,6,132,281,419,0
4,24,7,1805,15,116,72,330,0
5,6,5,1521,21,61,19,554,0
4,19,3,1740,20,175,171,405,1
4,22,5,750,21,133,171,643,0
12,8,5,1311,18,205,173,1005,0
12,7,3,1306,16,248,191,77,0
3,4,6,911,8,220,19,272,0
12,7,3,2153,1,80,199,1456,1
1,29,7,1743,19,206,214,211,1
6,27,2,40,1,154,80,1235,1
2,4,6,2030,19,214,63,448,1
11,2,3,820,20,35,173,616,0
2,28,2,1901,18,205,48,622,1
10,10,1,558,7,154,19,1946,0
7,27,3,1120,15,133,72,871,0
3,6,7,1736,16,205,163,466,1
12,21,3,1402,5,272,93,998,1
7,2,7,2008,19,247,152,866,1
7,31,7,1407,8,19,123,225,0
11,15,3,1248,5,215,93,2133,1
12,20,2,1347,20,173,141,972,1
6,16,5,656,10,19,214,665,0
7,12,3,2001,20,211,257,479,1
10,10,2,1635,22,132,181,418,0
6,3,5,2012,16,96,79,627,1
7,12,2,1321,12,215,257,647,0
4,2,6,950,20,64,48,336,1
5,20,5,926,19,101,214,992,0
11,5,7,1555,1,255,147,1597,0
3,7,2,1354,16,224,79,776,1
11,26,7,1237,14,93,86,487,0
7,3,1,1105,15,64,101,972,0
1,29,7,1255,10,237,19,515,0
9,26,1,1857,1,263,248,1736,0
10,28,5,1132,8,141,19,795,1
7,20,4,742,7,19,79,1199,0
9,21,4,1700,7,146,19,270,0
3,27,1,1753,3,247,199,671,0
3,15,2,2135,20,215,47,369,0
10,5,4,622,18,133,79,861,0
5,14,6,1415,1,248,80,1464,0
11,27,7,1718,16,107,256,546,1
4,18,1,935,15,132,72,388,0
10,10,2,1049,20,48,64,336,0
10,28,5,2135,18,205,61,316,0
8,6,6,1205,14,195,86,926,0
1,4,3,1808,9,79,256,391,0
4,17,7,1206,7,247,19,2182,0
11,5,6,1101,14,159,177,963,0
11,19,7,1028,7,182,19,595,0
5,30,1,1907,20,152,253,386,1
6,20,1,922,12,47,215,369,0
5,22,7,1717,8,19,115,640,0
7,21,5,1843,14,151,86,74,0
4,28,4,2022,4,101,147,1069,0
9,27,2,1040,20,75,239,248,0
6,11,6,1007,14,194,86,528,0
8,9,2,941,7,25,72,661,0
2,16,4,1730,20,199,238,446,1
5,9,1,1722,19,240,63,213,0
8,29,1,952,19,78,225,357,0
4,19,2,1742,16,266,256,223,0
7,4,2,735,22,125,161,102,0
4,8,5,1904,7,25,19,859,0
3,21,1,744,10,154,80,1235,0
8,8,2,1037,13,78,37,399,1
1,22,6,633,18,205,79,888,0
8,17,4,1445,18,205,256,1249,0
6,24,6,639,20,152,257,397,0
9,29,4,717,21,76,61,162,1
5,4,3,1105,20,215,152,256,0
12,31,7,620,8,50,19,191,1
11,13,1,610,20,154,152,236,0
3,17,5,1908,7,19,247,2182,0
7,17,7,955,8,48,72,430,0
2,12,7,700,8,19,133,689,0
9,15,5,1255,20,171,152,1140,0
12,26,2,1341,21,237,133,861,1
4,2,6,856,7,72,256,1449,1
3,15,3,1810,14,175,86,229,0
9,10,6,1836,1,80,215,868,0
9,14,3,1536,19,63,248,2296,0
10,3,1,1259,15,159,230,431,0
5,9,1,1812,10,19,248,2139,1
2,9,3,1622,13,126,80,247,0
10,30,7,1140,7,182,19,595,1
7,9,7,627,10,48,19,576,0
6,25,7,1306,19,215,21,872,1
7,13,4,755,15,72,147,589,0
6,17,5,1731,10,175,19,590,0
9,2,5,1050,20,3,272,1497,0
1,5,4,2011,18,248,247,679,0
8,5,5,954,18,211,248,550,0
5,12,5,1545,20,162,152,1295,0
2,5,6,1245,6,267,132,251,0
12,5,2,1731,20,48,79,1491,0
5,8,1,1905,15,72,63,335,0
10,9,1,1756,3,289,148,199,0
6,27,2,1211,21,64,133,986,1
4,13,3,1210,15,220,147,1028,0
8,18,5,915,18,194,205,334,0
9,8,5,2103,20,175,225,842,1
5,1,1,755,19,63,80,936,0
10,10,2,1700,14,86,37,632,0
1,31,1,924,10,76,173,808,1
5,3,3,610,21,86,61,95,0
6,17,5,1806,14,159,86,501,1
3,5,6,1718,12,215,154,370,0
4,23,7,1923,4,147,272,1005,1
7,19,3,1313,16,154,3,677,0
8,1,2,1121,21,19,133,689,0
10,26,3,1910,21,133,183,984,0
6,20,2,1721,20,48,79,1491,0
11,12,7,1156,15,130,72,123,0
4,11,2,922,10,19,183,669,0
4,27,3,1247,12,247,152,866,0
8,29,1,848,18,248,132,2419,0
11,22,2,1512,20,126,75,239,0
3,19,7,2221,8,19,251,552,1
2,9,3,822,16,224,79,776,0
10,22,6,1725,20,152,204,197,1
5,23,2,1431,1,272,182,204,0
1,2,7,1723,19,37,214,280,1
2,6,7,1729,1,80,48,1217,0
9,19,2,850,5,3,133,744,0
4,1,5,829,19,46,63,546,0
9,11,1,1923,20,48,171,967,0
3,30,4,1132,7,19,237,515,0
5,10,2,827,18,202,205,416,0
3,2,4,924,7,86,19,594,1
6,12,7,557,1,263,80,551,0
8,31,4,1231,20,101,35,793,1
2,19,6,1224,16,79,68,230,0
1,17,2,1013,19,215,202,1037,0
9,23,5,1920,13,169,80,309,0
10,10,1,623,14,78,86,405,0
12,1,4,1342,20,175,256,1258,1
9,9,6,1142,14,194,16,2518,0
9,2,6,1711,18,235,205,528,0
3,29,2,1537,19,210,214,951,0
7,25,2,954,10,237,48,919,0
1,22,6,1235,15,72,55,278,0
6,5,7,802,16,154,191,267,0
3,30,4,615,10,194,175,349,0
9,7,4,1340,1,80,206,1213,0
1,9,7,556,14,192,86,312,0
9,29,5,1523,1,272,80,929,1
11,3,4,918,1,37,255,1674,0
7,28,4,742,10,48,262,880,0
7,6,3,1158,18,79,247,1024,0
6,3,5,1720,21,11,133,190,1
2,21,2,1908,1,80,276,813,1
8,22,2,1335,7,80,19,732,0
12,1,4,545,16,241,253,234,0
11,10,5,1323,14,194,230,981,0
11,18,5,825,1,173,255,1189,0
9,9,5,803,10,19,214,665,0
8,21,1,2128,16,256,124,402,0
11,7,1,920,20,35,86,457,0
2,13,7,1230,14,14,86,488,0
2,26,7,1300,20,75,126,239,0
6,24,5,640,20,195,173,550,0
9,12,2,1846,14,194,37,1124,0
8,16,2,1518,15,51,19,528,1
11,20,7,1746,19,214,255,1576,0
6,3,5,909,5,133,79,861,0
